commit_msg,labels
[CI] Further open up Rust permissions (#10115)Tested this with `./tests/scripts/task_rust.sh` to ensure it builds.,3
"Update ci_qemu to v0.10 and Zephyr project generator for Zephyr 2.7 (#10117)This commit updates the ci_qemu image, in order to do this the Zephyrgenerator had to be updated to account for the newer version in theimage.",1
[CMSIS-NN] Moved test_cnn_small to the latest version (#9962),3
"[CUDA] Support float16 erf,tan,atan (#10122)* [CUDA] Support float16 erf,tan,atan* fix* fix* Update src/target/source/literal/cuda_half_t.h* Update src/target/source/literal/cuda_half_t.h",0
"[USMP] Add performance characteristics to PoolInfo (#10005)* [USMP] Add performance characteristics to PoolInfoScheduling algorithms that wish to optimize aroundmemory pools require further information about theperfomance characteristics of those pools. Thiscommit adds clock frequency, bandwidth, latency andburst length as optional fields to PoolInfo.Change-Id: I4cf3f35324d093fb38e874f0f2e587cb84d4ba1e* Remove unused importChange-Id: I1e2ef885425f4361b80c2bab9261ec129e61a756",1
[Relay][VM] Fix loading late bound consts when none exist (#10087)* Fix loading late bound consts when none exist* Simplify comment* -mFix skipping of verilator tests* Skip loading late-bound consts if none present* Remove semi-related fix to verilator test skipping* Remove more test-skip fixing for pr hygiene* No-op for ci* No-op for ci,0
[CUTLASS] Conv2d dgrad (#10110)* add conv2d transpose nhwc cudnn test* support conv2d transpose nhwc direct offload to cudnn* add cutlass dgrad support* remove unused arg* allow target none* fix beta initiaization condition* disable dynamic dense fp16 test since it fails on cuda 11.6,0
"[FIX,AUTOTVM] Add backtraces to tuning errors (#9901)* [FIX,AUTOTVM] Add backtraces to tuning errorsCollects tracebacks in LocalBuilder and LocalRunner and adds them to theerror messages.* formatting* correctly unpack traceback and exception* add assert* fix?* one remaining measureresult* formatting* fixed",0
Update ethos-u-vela for demo app (#10129)Update from ethos-u-vela 2.1.1 -> 3.2.0,1
[AutoScheduler] Allow device specification for AutoScheduler Runners. (#10123)* Changed the python api to support device.* Finished implementation and updated tests.* Fix typo.,0
[Relay][Pass] Add a relay pass to extract fake quantized ops (#10089)* add relay pass to collect fake quantized ops* add more tests* more tests* lint* lint* remove unused imports* update comment* lint* reuse SubgraphExtractor and update test assertions* remove print* lint* remove unneeded commentCo-authored-by: Margaret Qian <mqian@octoml.ai>,1
Add more logging information to ReshapeLikeRel (#10125)* Update transform.cc* fix capitalize* fix lint* fix lint,0
[CMSIS-NN] Convert scalar constants to tensor constants (#10100),5
[Misc] typo and nit fixes (#10145),0
[onnx] fix onnx where broadcast (#10106)* fix onnx where bcast* jostle ci* jostle ci* jostle ci,0
Add bot to ping reviewers after no activity (#9973)* Add bot to ping reviewers after no activity* Address commentsCo-authored-by: driazati <driazati@users.noreply.github.com>,1
[skip ci] Fix for ping_reviewers wait time (#10149)This was set to 1 day instead of 1 weekcc @areuschCo-authored-by: driazati <driazati@users.noreply.github.com>,0
Fix LayoutRewriter (#10118)* Fix layout pass* add unit test* fix lint* fix lint* fix lint,0
[BugFix] Linker: undefined reference to kTargetPoolReadWriteAccess (#10147),0
"[microNPU] Add support for transpose convolution (#9855)Adds support for legalizing transpose convolution toa microNPU conv2d operation for the case when strides==(2, 2),dilation==(1, 1) and no padding of the output is required.Change-Id: I485e2571913b3dcd7c75c46304f2f9a82f630ee0",1
[CMSIS-NN] Moved all asserts in tests under a single utils function (#10148),3
fix corner case when relay return empty tuple (#10128),0
[microTVM][Zephyr] Update RVM to Zephyr 2.7 (#10138)* Update to zephyr2.7 and Refactor* Temporary for testing* Update cmake version* fix import path and format* Fix test script* address comments* fix path* fix image name,0
[Runtime][PackedFunc] Bring `PackedFunc` into TVM Object System (#10032),5
Remove javah support (#10104)* Remove javah support* Remove unused compiler option* Osx pom.xml update,1
"[microNPU][3] Plan generation for the cascader (#9890)* [microNPU][3] Plan generation for the cascaderThe cascader creates 'Plans' which describe howto schedule subgraphs. As part of the cascadingalgorithm, it's necessary to explore a largevariety of Plans which are Pareto optimal (interms of memory usage and performance). This isdone by the Plan generation algorithm.This commit adds the TensorConfig and Plan datastructures which hold information on how to schedulethe tensors/operators. Additionally, it includesfunctions to calculate Pareto frontiers which areused to cull sub-optimal Plans.Change-Id: Ia358b2a1b29bd810df4441027752ced75812ad4e* Fixes to lint/testChange-Id: If4e083a3c96af75a8ffa72510704818d21a477d9* Improve python docsChange-Id: I831137f8235665bc20ab4c060cc7049ffd48088a* Fix enum hashing issue with old gccChange-Id: Ifbe97eb33b1ef313710f24c687a8155421a3c195",0
"[TVMScript] Support T.buffer_decl using data pointer from Let/Allocate (#10099)* [TVMScript] Added unit tests demonstrating desired functionality* [TVMScript] Implemented parsing of T.Ptr[...]These can be generated when exporting to TVMscript, but were notparsable after being generated.* [TVMScript] Updated buffer_var printingLetStmt and AllocateNode can both be used to generate handles that areused in Buffer objects.  In these cases, the Buffer declarations mustgo after the handle declaration, not in the function header.* Moved printing of var and buffer_decl into separate statements.* Updated following @shingjan's review comments.",1
"[CI] Update ci_arm and ci_lint (#10146)This includes sccache, and these are the less troublesome images.Also see #10120 for update issue.",1
"[microNPU] Fix layout assignment in layout optimizer pass (#10143)Fixes the layout optimizer incorrectly assigning layouts for graphs withmore complex topologies than previously considered. Specifically, thiscommit now ensures that intermediate layouts match (e.g. parent output =child input) and that all consumers are taken into account when alteringthe output layout - something not done previously due to an incorrecttraversal order.Previously, the input layout was always altered if the producer was anNPU operation without regard to the output layout of that operation.Additionally, is was possible for the output layout to be incorrectlyset due to a depth-first post-order of traversal of the graph, meaningit was possible for not all consumers to be taken into account whenaltering the layout.Now the `AnalyzeConsumers` pass is run before `LayoutOptimization` whichdetermines a mapping from NPU operation to list of boolean values thatrepresent whether or not each consumer is an NPU operation. Since thisis completed before `LayoutOptimization`, all consumers are guaranteedto be taken into account when altering the output layout. In turn, theinput layouts can correctly be determined by checking whether the outputof the producer will be altered.Change-Id: I04e9605da65fa9f12801109dd50c5e3f08cbc73c",0
[TIR][Schedule] Update compact_dataflow constraint (#10158),1
remove async tst (#10160),4
OpenCL debug runtime timer handler added. (#10140),0
"[microNPU] Enable network tests for U65 256 mac variant (#10159)Currently we run the network tests only on one NPU variant, so thispatch is to enable all the currently supported variants.Change-Id: Ic18054fb4ba19eb28b99ff4439e5a36e57199763",3
[ETHOSN] Drop back to Ethos(TM)-N release 21.08 (#10157)There is some clash with the int8 support that went in at the same time.,5
[Relay] Align strided slice shape functions (#10155)* fix static strided slice shape func for out-of-bounds negative stride slicing* Trigger CI* Trigger CI,0
[Pass] Simplify consecutive casts in Relay (#10133)* initial commit* initial commit* update test* jostle,1
[Meta Schedule] Allow Non-strict Population Size in Evolutionary Search (#10163),5
"[Torch] Experimental support for FX-quantized models (#10091)* works on resnet18 and deeplabv3* yolo5 conversion worked* fixed sigmoid* [Torch] Support clamp_min, clamp_max* fixed clamp_min* fixed quantize for 1 dim input* cleanup* improve inline_qparam impl* add clamp_min/max test* add fx quant test* cleanup* skip build in testing* black* improve clamp conversion* leave TODO on inf handling",0
[skip ci] Fail silently in ping_reviewers GitHub actions. (#10173),5
gitignore build-* folders (#10168)Co-authored-by: pfk-beta <this_email_isnot_working@gmail.com>,5
"[Relay][VM] Relay VM memory liveness/lifetime analysis (#10026)* WIP VM memory planning* tuple projection* support if* lint* remove old comment* WIP check in attempt at CFG analysis* rewrite CFG analysis in stages, support ADTs* lint* fix small bug in alias elimination, try fix VM profiler error* update DCE tests since allocations can be DCE'd* optimize worklist to reduce runtime* add docs, rename pass to ManifestLifetimes* add tests, more comments, proper VM profiler fix* lint* ci please* address nits* retry ci again* retry ci once again :)* fix sneaky memory leak due to cyclic refs* fix didn't work but retry ci anyway* slightly reduce size of large pretty printer test",0
Fix broadcast InferCorrectLayout (#10156)* Move function body to .cc file.* fix broadcast infer layout* add unittest* backward-compat: optimize for scalar layout* fix lint* fix lint and warning* Add newlines; Use std::vector* fix lint* jostle ci,0
"TVMC: Don't divide trials by zero tasks (#10164)If there are no tasks to tune, the number of trails is meaningless.Co-authored-by: Martin Kröning <martin.kroening@neclab.eu>",5
[MetaSchedule] Add target field to MetaScheduleContext (#10169)* Add target field to MetaScheduleContext* fix linter issues,0
"[skip ci] Fix scipy intersphinx link (#10181)Scipy changed their docs recently to be pinned to each release, so we need to update the URL we pass to intersphinx accordingly. Skipping CI on this to unblock other developers but local testing with```bashpython tests/scripts/ci.py docs```both showed the same error as CI before this change and no error after.Co-authored-by: driazati <driazati@users.noreply.github.com>",0
[CUTLASS] Initial support for conv2d wgrad (#10177)* [CUTLASS] Add wgrad support (without split-k)* run black* wgrad tests now work under pytest* dw conv2d properly supported for wgrad* all tests work* fixed for sm75* cpplint* fix conv2d grad test,0
"[TIR] Canonical simplify the intset before region cover proof (#9941)* canonical simplify the intset before region cover proof* add more rewrite rule for intimms to fix the issue after rebase* remove rewrite rules, there are existing rule can work after canonical simplify",0
"Support PyTorch grid_sample  (#10184)* [relay] Fix stack overflow in device_planner observed on windows due to recursive function calls.* Revert ""[relay] Fix stack overflow in device_planner observed on windows due to recursive function calls.""This reverts commit 70581364771e2415b37b202a9fa6a937f275cfc6.* [PyTorch] Add grid_sample with zeros and border padding mode for PyTorch.",0
"[MetaSchedule] bug fix ApplyHistoryBest. Previously, ApplyHistoryBest returned the incoming module without applying the tuning history. (#10183)",0
[BugFix][TVMScript] Use operator `is` when recognizing TIR Module (#10175)* [BugFix][TVMScript] Use operator `is` when recognizing TIR module* Test,0
[CUTLASS] Add parallel split-k support to wgrad (#10185)* [CUTLASS] Add split-k support to wgradcommit 60b73a91b79d644d8c95f682eedaf47a89abba0dAuthor: Masahiro Masuda <masahi129@gmail.com>Date:   Tue Feb 8 10:43:11 2022 +0900    pylintcommit ae2e7187256316c48c915c3c187feb5cd4d4dbd4Author: Masahiro Masuda <masahi129@gmail.com>Date:   Sun Feb 6 14:51:52 2022 +0900    Add split-k support for wgrad    commit 43820d50055b0bd17b736f5c5830321c7509a20a    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Sun Feb 6 10:07:34 2022 +0900        fix and add doc    commit 446a95b0aabc5ab69cdd2e414b812aab1c557f42    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Sun Feb 6 09:48:38 2022 +0900        dw conv2d properly supported for wgrad    commit adc4e22d2e03a99f30ebb6a5e956a1749de693f0    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Sat Feb 5 16:32:42 2022 +0900        fix overwriting template    commit 040eab000bc5f162c6e9aca70ae6d29378fe65bc    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Sat Feb 5 16:06:27 2022 +0900        black    commit e5a07c24b7463552b8e545710d25472159bcc127    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Sat Feb 5 16:03:10 2022 +0900        add reduction in profiler    commit be89334ab981d536d010dd765c9cf601dbdae5e0    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Sat Feb 5 06:58:03 2022 +0900        adding split k reduction to conv2d profiler    commit ae09b0fbdc3a472eb320d866c054f73b3142f21c    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Fri Feb 4 11:52:59 2022 +0900        fixed conv2d_backward_weight typerel for dw conv2d        commit 16fe5313fd1219e2e7d531ef9b36f64bb557e5e7        Author: Masahiro Masuda <masahi129@gmail.com>        Date:   Thu Feb 3 12:59:22 2022 +0900            wip        commit 2167c2543340a285bb1985e8fe37e11aed51fb9b        Author: Masahiro Masuda <masahi129@gmail.com>        Date:   Thu Feb 3 04:22:19 2022 +0900            fix conv2d type rel for depth wise and grouped conv2d    commit 14b12e5dd84fc34691d585213387198f091eefc5    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Fri Feb 4 05:01:03 2022 +0900        remove split_k.py    commit b14127179c43f71c3ce5ccc7b4ca678a099e5497    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Fri Feb 4 04:48:21 2022 +0900        workaround for invalid split_k_slice    commit 6e4c7e1d77d89f124abc77dbcdab69eff8a5d961    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Fri Feb 4 02:43:58 2022 +0900        support split k in profiler    commit 2eb1cf43c7f56f0537cf249855054b5cbd357b13    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Fri Feb 4 02:31:03 2022 +0900        improvement    commit 0bce8f3778a6bb05607232a0997d25681e55ce7c    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Thu Feb 3 18:20:12 2022 +0900        fixed for fp16 output    commit 30df1bd5282a4d326856382726d4e63ee8c27e8e    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Thu Feb 3 17:50:33 2022 +0900        fp32 output works    commit 7a519956b8d103464dff83b4f01b75973f4a33b0    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Thu Feb 3 14:30:22 2022 +0900        fix    commit 4a383e2c7c37148a563e9cf34968fb7da3aaf91f    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Thu Feb 3 14:05:24 2022 +0900        update c++ codegen    commit 6206e388cc7062cbef0b3c8c47fcd228b44b6818    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Thu Feb 3 13:46:05 2022 +0900        wip    commit 0ece49b53e773ebc1ea71c7667abc0cbb29d91bf    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Thu Feb 3 03:05:21 2022 +0900        wip    commit 08a6147940d9911fd65a890a4d90beb68176fc03    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Wed Feb 2 13:10:21 2022 +0900        test worked with fp32 output    commit 084d5c47666df92ba6c2c1445d5a23de0193a119    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Wed Feb 2 12:35:18 2022 +0900        fix compile error for fprop    commit 31f25436c5aca1a75336fa1a8d1c8a25a4936ee8    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Wed Feb 2 12:18:06 2022 +0900        compiled    commit c2098e79ade47117f2c32132da864b1fa73fce4a    Author: Masahiro Masuda <masahi129@gmail.com>    Date:   Wed Feb 2 11:11:43 2022 +0900        wipcommit a14585020151d0e09bb9bac549285dceb13e55e1Author: Masahiro Masuda <masahi129@gmail.com>Date:   Sun Feb 6 14:46:16 2022 +0900    fixed for sm75commit 61515062ef4576bf5b4e7e9e800f7f705738809cAuthor: Masahiro Masuda <masahi129@gmail.com>Date:   Sun Feb 6 14:32:46 2022 +0900    all tests workcommit 041c094b3646e0f521f5bd2c4f6f6b5b1cff7b97Author: Masahiro Masuda <masahi129@gmail.com>Date:   Sun Feb 6 14:19:09 2022 +0900    dw conv2d properly supported for wgradcommit 2191918743a4e9ffb8254f3786d817be57ff49ccAuthor: Masahiro Masuda <masahi129@gmail.com>Date:   Wed Feb 2 09:14:05 2022 +0900    wgrad tests now work under pytestcommit 78f76df1eb1602f66cacb888a97b6b267f8600a7Author: Masahiro Masuda <masahi129@gmail.com>Date:   Wed Feb 2 07:31:54 2022 +0900    run blackcommit 0a82149fe0586b0bf449fc7f3a1fa9809e9b38d2Author: Masahiro Masuda <masahi129@gmail.com>Date:   Wed Feb 2 06:12:39 2022 +0900    [CUTLASS] Add wgrad support (without split-k)* pylint* add more doc* more doc clarification,0
[FQ2I] Add topk to FQ2I (#10170)* Add topk/dyn.topk to FQ2I* Remove dyn.topk* Add uint8 to sort,1
[TIR] Allow compute_at create block predicate for non-trivial bounds and support floordiv pattern (#9527)* allow generate block predicate in compute_at schedule* revert #9880 and add more testcases,1
[cleanup] Remove task_sphinx_precheck.sh (#10196)This is empty following #9971 and is no longer neededCo-authored-by: driazati <driazati@users.noreply.github.com>,4
"[ETHOSN] Add support for mean on Ethos-N78 (#10130)Adding the support of mean on Ethos-N78, which is based onan underlying pattern matching scheme.The operator is tested with 2 shapes: 4 and 3 dimensions.Co-authored-by: Samuel Panijel <samuel.panijel@arm.com>",1
[microNPU] Add support for pack and unpack (#9960)* [microNPU] Add support for pack and unpackPack is represented by a series of `expand_dims` operationsfollowed by a `concatenate` in Relay. Unpack is representedby a `split` followed by a series of `squeeze` operations inRelay. This commit legalizes `expand_dims` and `squeeze` toreshape operations while making use of existing legalizationtechniques for `split` and `concatenate` so that pack andunpack can be offloaded to the NPU.Change-Id: I3fbebb4ece5ca04598f8e587b9e6c0ddf280266d* rebase and add tests for expand dims and squeezeChange-Id: Ic6a9fd77b61368720328bfe82032490bcc66152c,1
"[microNPU] Refactor type inference data type checks (#10060)* [microNPU] Refactor type inference data type checksAims to improve readability, extendibility and error messageunification for data type checks across NPU operators.A follow up for the comments in #9576.Change-Id: I83fb89a56677003f7abebb7985ad60d92cfa8df1* unordered_set -> initializer_list and use new format for upscale checkChange-Id: Icf3d68d5cc7d5e1d5af42b1af193db89faea155e* remove unused header and use auto for initializer typeChange-Id: I10311b718c3abd0ed75dd88b5ec9de6e0742f047",0
[Torch] Run torch JIT pass lower_all_tuples before conversion. (#10186)* [Torch] Run torch JIT pass lower_all_tuples before conversion.* [Torch] Input containing tuples will disable lower_all_tuples.Co-authored-by: wenyuchi.wyc <wenyuchi.wyc@alibaba-inc.com>,4
[ETHOSN] Fix quantization parameters in test (#10178)The Ethos(TM)-N tests for addition had a poor choice of parameters forthe int8 case.,0
[ETHOSN] Per-channel int8 quantization for conv2d (#10131),5
[microTVM] TVMCon 2021 Zephyr Demo with CMSIS-NN (#10144)This is adds a Zephyr Demo showing how to integrate TVM directly into your embedded application. It runs a keyword spotting model with the Zephyr RTOS using CMSIS-NN with the Ahead-of-Time (AOT) executor and the stack allocation strategy.,1
"[TVMC] Add codegen args to tvmc (#10190)* [TVMC] Add codegen args to tvmcThis enables external codegen arguments similar to those for `Target`s:```tvmc compile --target=cmsis-nn,c --target-cmsis-nn-mcpu=cortex-m55```* Add CMSIS-NN decorator to dependent tests",1
[CMSIS-NN] Fix extension detection for CPUs (#10200),0
Add scripts for automated build and testing (#10194),1
[OpenCL] Fix vthread_extent for warp size 1 case (#10199),0
[USMP] Register hill climb algorithm (#10182)* USMP: Register hill_climb algo in algorithms map* USMP: Add missing space to assertion message* USMP: Integrate hill_climb algo in test_crt_aot_usmp,1
"[QNN] Lookup operations for hard to implement operators (#10053)* initial tanh impl* smalls error* support uint and int lookup into tables* reinterpret cast, working tanh tests* refactor relay func creation* basic casting tests* explicitly say do not handle multi-channel lookups* add example funcs* fix silent fail* fix some bugs with floating point funcs not working* add TODO* add tood* canonicalizations* refactor integer lookup ops into own folder* fq2i stuff* clean up existing tests* flesh out todo* more tests* test on keeping shape good* lookup table fix* replace canonicalization for rsqrt* remove canonicalization of rsqrt* add asf headers* topi tests* gather supports unsigned integer tests* fix things* move to legalization* jostle ci* linting* use take instead of gather* remove gather changes* undo changes* undo changes* undo changes* move thing in range* initial tanh impl* smalls error* support uint and int lookup into tables* reinterpret cast, working tanh tests* refactor relay func creation* basic casting tests* explicitly say do not handle multi-channel lookups* add example funcs* fix silent fail* fix some bugs with floating point funcs not working* add TODO* add tood* canonicalizations* refactor integer lookup ops into own folder* fq2i stuff* clean up existing tests* flesh out todo* more tests* test on keeping shape good* lookup table fix* replace canonicalization for rsqrt* remove canonicalization of rsqrt* add asf headers* gather supports unsigned integer tests* fix things* move to legalization* jostle ci* linting* use take instead of gather* remove gather changes* undo changes* undo changes* undo changes* move thing in range* lint* remove unneeded line* jostleCo-authored-by: andrewzhaoluo (generated by with_the_same_user script) <andrewzhaoluo@system76-pc.localdomain>",0
[microTVM][Tutorials] Add tutorials to run on ci_qemu (#10154)* add python files to script run* add python files to script run* fix issues with formating,0
Disable tensorflow v2 behavior in all unit tests (#10204)This should resolve the issue posted here https://discuss.tvm.apache.org/t/tensorflow-2-0-test-failures-while-running-the-tensor-flow-frontend-test-forward-py-function/11322 based on [this comment](https://discuss.tvm.apache.org/t/tensorflow-2-0-test-failures-while-running-the-tensor-flow-frontend-test-forward-py-function/11322/3?u=driazati).This is a necessary precursor to #10198 since it relies on invoking the tests individually.Co-authored-by: driazati <driazati@users.noreply.github.com>,2
resolve issue #10107 by setting eps larger (#10176)* resolve issue #10107 by setting eps larger* use numpy.testing.assert_allclose,3
"Add FreeRTOS variant of NPU demo (#10004)* Add FreeRTOS variant of NPU demoThis adds an extra flag to the existing NPU demo that runs it using theFreeRTOS kernel task scheduling and queues.* Add FreeRTOS notes to tutorial* Update FreeRTOS demo to run in demo scriptAlso, minor text fixes.* Minor text fixes* Fix docs formatting",0
"[RPC] Add Missing Command Line Option ""through-proxy"" of RPC Server (#10188)",1
"[ci] Add more details when showing node info (#10195)This adds some more information to help debug when there are infra problems with Jenkins, notably:* More Jenkins environment variables: https://www.jenkins.io/doc/book/pipeline/jenkinsfile/#using-environment-variables* EC2 metadata* System level information (disk space, CPUs, memory)Co-authored-by: driazati <driazati@users.noreply.github.com>",0
"Implementation of Common Subexpression Elimination for TIR (#9482)* Initial implementation of Common Subexpression Elimination for TIR (#703)The goal of this PR is to implement a Common Subexpression Elimination (CSE) pass for TIR, which aims at identifying redundant computations (both within statements and within expressions), and to replace them by a new fresh variable, introduced before the first occurrence of the redundant computation.Note that it does not only try to do commoning on full expressions, but it is also able to do it on subexpressions. For instance, if the program computes the expression (w+x) + (y+z) and the expression (w+x)+u, it will introduce the subexpression (w+x) into a new variable.If we want so, it will be easily possible in the future to make the notion of equivalence between terms more flexible, allowing for instance to identify expressions modulo commutativity (identifying for instance (x+y) with (y+x)), modulo associativity (identifying for instance (x+y)+z with x+(y+z)), etc. Replacing only the function bool EquivalentTerms(const PrimExpr& a, const PrimExpr& b) will be the only thing needed in order to do that. The typical way to rewrite it for such extensions would be to compute a canonical representant of a and a canonical representant of b and to then compare them with the strict syntactical equality.The main CSE pass is declared and implemented respectively in the files common_subexpr_elim.h and common_subexpr_elim.cc.The function Stmt CommonSubexpressionEliminator::VisitStmt(const Stmt& stmt) is a good entry point as it contains many comments about what the pass is doing.The general idea of this pass is that it tries to introduce at the current level (the current root) the computations that are redundant and which are possible to introduce there (they should only contain variables that are in scope). This notion of variables in scope is implemented with a context, which is a vector of pairs (var, MaybeValue). The context is not only used for checking that variables that appear in candidate computations are known at this point, but also for checking if a computation has already been introduced into a variable.For a greater flexibility in the future, there is a strong distinction already in place between :    - Syntactic computations, which are maintained in a hashtable which associates expressions (the computations already seen) to size_int (the number of times the computation has been seen).    - Semantic entities, which are obtained from the syntactic computations by merging equivalent computations (where this notion of ""equivalent"" is customizable). Semantic entities are stored into a vector of pairs (expr, size_int) where, again, the number is the number of times that expr or equivalent computations have been seen.The VisitStmt() method starts by computing the syntactic computations (implemented in an auxiliary analysis), then it merges equivalent computations to obtain the semantic computations. Then it sorts these semantic computations from biggest to smallest in order to always consider first the biggest computations. The rest will essentially be a loop over all these candidates, which will stay sorted.When dealing with a candidate computation, there are three cases that can happen:    1 - Rare case A variable in the context already contains this computation. This variable can't have been introduced by the CSE, as we would have performed the replacements at the same time (see case 2). So this is the case where the user himself (or the previous TIR passes) has written something like ""let x = A in ...A...A...)""    -> In this case, we simply perform the replacements of A with x in the current result. These replacements are done by an auxiliary transform/Mutator, declared and implemented in replace_expr_selected.h and in replace_expr_selected.cc.    2 - Case where we need to introduce the current computation inside a new variable This is the case where all the variables used by the current computation are within scope (i.e. are present in the context) and where our internal heuristic/predicate tells us to introduce this computation into a new variable.    -> In this case, a new variable new_var_i is generated, all the locations that use this computation in result are replaced by this fresh variable (using the same auxiliary Mutator mentioned in 1.), and the current result is replaced by let new_var_i = currentComputation in result.    3 - Case where we can't or don't want to introduce this computation inside a new variable This is the case where we either can't introduce the current computation inside a new variable (because it contains variables that are not yet in scope there) or because our internal heuristic/predicate did not want to introduce it.    -> In this case, we will compute the direct sub-expressions of the current computation (implemented by an auxiliary analysis), and we will add them to the vector of semantic computations so that they have a chance to be considered later. Note that they are added while still preserving the order.    Note that we do not add all the sub-expressions of the current expression but only its direct subexpressions given the fact that we always consider them from biggest to smallest, and given that some candidates are mutually exclusive. Otherwise it would be computationally more intensive and it would pose the problem of cleaning the vector of candidate computations when one of them gets introduced into a variable. Evaluating them lazily by only looking at the direct sub-expressions is at the same time more efficient and simpler.Once the entire vector of semantic computations has been tried, the main function VisitStmt() calls the general dispatcher , which will in turn call the appropriate handlers. The only specific task of overridden handlers will be to update the context appropriately as new variables are introduced into scope (via Let-In, via For loop, etc) or leave the current scope. Thus, they will update the context appropriately before and after the calls to VisitStmt() and VisitExpr() on the child nodes.* Added empty newline at the end of every new file* Rolled-back the pointer to the submodule vta-hw* Improved the CSE by not commoning at the toplevel redundant computations that only appear in one of the possible execution path (for instance, only in the then/else branch of an IF statement). Redundant computations that appear only in a specific execution path are now being commoned at the entrance of their specific execution path instead of earlier at the toplevel. Introducing them at the toplevel was an anti-optimization as the redundant computation might not have been comptued at all. Added two additional tests for this too.* Spelling and comment* Improved the CSE by not commoning at the toplevel redundant computations that only appear in one of the possible execution path (for instance, only in the then/else branch of an IF statement). Redundant computations that appear only in a specific execution path are now being commoned at the entrance of their specific execution path instead of earlier at the toplevel. Introducing them at the toplevel was an anti-optimization as the redundant computation might not have been comptued at all. Added two additional tests for this too.* Revert ""Improved the CSE by not commoning at the toplevel redundant computations that only appear in one of the possible execution path (for instance, only in the then/else branch of an IF statement). Redundant computations that appear only in a specific execution path are now being commoned at the entrance of their specific execution path instead of earlier at the toplevel. Introducing them at the toplevel was an anti-optimization as the redundant computation might not have been comptued at all. Added two additional tests for this too.""This reverts commit c4138d9afc28e79f107a4eccf988a6d93221eb5a.* Fixed reference used for no reason instead of normal variable.* Added comment explaning why we do not need the union/intersection over N tables at the moment (because we would only use it for N=3)* Did most of the changes suggested by upstream* Continued to work on the remarks given on the public repo.* Final remarks addressed, small formatting things, and fixing things reported by the linter* Last linter fix.* Fixing newline* Adding newline missing.* Minor commit for style fo conform with clang-format* Removed trailing space at end of line* And more minor style changes* Fixing style of the python test files* And one more for style in python tests!* This linter is very annoying to force the style of indentation in a comment, in a test file. It makes it harder to read in this case! And that incitates people to not write comments* Deactivate the CSE pass for the lowering tests as it would otherwise do some commoning, and improve the way the CSE recurse + test added for cascade commonings* Fixing new lint offenses* Removing debug statement* Restore other test file to its previous state* One more for the linter...* Linter again, this time for the new test...* again* again...* Deactivating the CSE pass for another lowering test as it does some commoning* Disabling the CSE for the a test for GPU too* Trying to fix a VTA test by disabling the CSE pass for it, as it probably does some commoning* Complying with the linter* Restarting the CI 1/2* Restarting the CI 2/2* Restarting CI 1/2* Restarting CI 2/2* Slightly reduce size of large pretty printer test, copied from https://github.com/apache/tvm/pull/10026/commits/ae98f9e7809cbf8d910fa16bfeac8364196e57d7* Trying to resolve the problems on the weird tests* Linter.* Restarting CI which has skipped the MacOS build for no reason 1/2* Restarting CI which has skipped the MacOS build for no reason 2/2* Commented buggy tests* Linter...* Restore the VTA tests, and use trick kindly given  by Masa to disable the CSE pass for the VTA tests, as vta.build() overwrittes the config* New fix, which this time does not break the doc (VTA uses a set with {} for the disabled passes instead of a list with [] for some reason* More VTA fixes* vta tutorial fixCo-authored-by: Masahiro Masuda <masahi129@gmail.com>",0
[Conda] Fix a compatibility bug in conda scripts (#10201)Remove `max_pin` requirements for `cudnn` library to be compatible with `cudatoolkit>=11`,0
"PackedFunction to return params from the .so module, show warning when no params are set (#9811)* PackedFunction to return params from the .so module, show warning when no params are set* Linter checkup* Autoset of params, tests for get_graph_params* Linter checkup* Check that inputs were set before run* Return the original implementation if Run* Fix RPC behavior",0
[ci] Invoke tensorflow tests individually (#10198)* [ci] Invoke tensorflow tests individuallyThis is another (simpler) attempt at #10151 to avoid CUDA issues with tensorflow tests. This should work by cleaning up any reserved GPU memory by tearing down the whole process that has imported tensorflow each time a test is run.* [ci] Invoke tensorflow tests individuallyCopy of #10197 but using a pytest plugin instead of manually grepping through test filesCo-authored-by: driazati <driazati@users.noreply.github.com>,2
