commit_msg,labels
"[FLINK-25955][runtime] Moves maximum retained checkpoints parameter extraction into utility methodThe number of retained checkpoints needs to be extractedin the Scheduler and the cleanup process. Therefore, theextraction logic is moved from SchedulerUtils intoDefaultCompletedCheckpointStoreUtils.",4
"[FLINK-25955][runtime] Makes TestingCheckpointIDCounter and TestingCompletedCheckpointStore more genericWe need to extend the TestingCheckpointIDCounter to enabletriggering an Exception in the shutdown process on execution.This selective requirement could have been made with less changes.Instead, I decided to provide the most generic Testing*implementation offering a proper TestingCheckpointIDCounterimplementation which makes it more future-proof.",1
"[FLINK-25955][runtime] Introduces CheckpointResourcesCleanupRunnerCheckpointResourcesCleanupRunner is introduced along the correspondingfactory interface. This JobManagerRunner implementation handles thecleanup of jobs that terminated globally but were not properly cleanedup.CheckpoinResourcesCleanupRunnerTest and DispatcherTest.testJobCleanupWithoutRecoveredJobGraphare added to cover the functionality. Additionally, DispatcherFailoverITCasewas extended accordingly.A few Testing* implementations were added along this change to improvethe testability of the code.",3
[FLINK-25956][kryo] Remove noisy warnings,2
[FLINK-25957][ci] Cache cassandra/pulsar images,2
[hotfix] Clarify caching requirements,1
[FLINK-25917][tests] Share RpcSystem,5
[hotfix] Add TestingRpcServiceExtension for Junit5 tests,3
[FLINK-25817] Let TaskLocalStateStoreImpl persist TaskStateSnapshotsThis commit lets the TaskLocalStateStoreImpl persist the TaskStateSnapshots into thedirectory of the local state checkpoint. This allows to recover the TaskStateSnapshotsin case of a process crash. If the TaskStateSnapshot cannot be read then the whole localcheckpointing directory will be deleted to avoid corrupted files.,2
[hotfix] Simplify TaskLocalStateStoreImpl by removing testing constructor,3
[FLINK-25817] TaskSlotTable persists on local filesystem the slot allocation idsSigned-off-by: slinkydeveloper <francescoguard@gmail.com>,2
[FLINK-25817] Introduce SlotAllocationSnapshotPersistenceServiceThe SlotAllocationSnapshotPersistenceService has the goal to encapsulate the logic forpersisting SlotAllocationSnapshot into its own service.,2
[FLINK-25817] Test that the TaskExecutor can recover persisted allocation ids,3
[FLINK-25817] Move local state directory creation into TaskManagerServicesConfiguration.fromConfigurationThis commit also adds the resource id to the localState directory in order to avoid clashes with otherprocesses running on the same machine.,1
"[FLINK-25817] Let TaskExecutorLocalStateStoresManager only deleted owned local state directoriesThis commit makes sure that the TaskExecutorLocalStateStoresManager only deletes local state directorieson shutdown if they are owned by it. If the local state is stored under the working directory, then it isborrowed and, thus, won't be deleted when the TaskExecutorLocalStateStoresManager shuts down.",3
[FLINK-25817] Expose rest and rpc port at ClusterEntrypoint,1
[FLINK-25817] Add LocalRecoveryITCaseAdds an integration test for local recovery under process faults using the newlyintroduce working directory feature to persist state locally.,1
[hotfix] Set TestProcess logging to DEBUGThis commit changes CommonTestUtils.printLog4jDebugConfig to set the log level to DEBUGfor easier debugging of failed tests that use the TestProcess.,3
[hotfix] Allow AllocationID to be built from hexString representation,1
[FLINK-25817] Clean up of orphaned local stateThis commit adds logic to clean up orphaned local state by only retaining those allocationdirectories that could be recovered from the SlotAllocationSnapshotPersistence service.,5
[FLINK-25817] Unify logic between TaskExecutor.requestSlot and TaskExecutor.tryLoadLocalAllocationSnapshotsThis commit unifies the logic between TaskExecutor.requestSlot and TaskExecutor.tryLoadLocalAllocationSnapshots.This helps to reduce maintaince costs since both method use the same logic.This closes #18237.,2
[FLINK-25984][core] Remove deprecated API usages,4
[FLINK-25976][connectors/kinesis] Updating the default number of in flight records to 50This closes #18652,5
[FLINK-25932][table-planner] Add deterministic uid to every transformation created by StreamExecNodeThis closes #18621.,1
"[hotfix][table-planner] Use JsonIgnoreProperties to avoid plan mistakesMake use of `JsonIgnoreProperties` where ever possible and protectfrom future fields to be added by mistake to the json plans.Move the `JsonInclude` next to the corresponding fields, so thatis 100% visible what fields are affected.This closes #18618.",5
[FLINK-26006][aws] Close AWS SDK resources,2
[FLINK-25888][metrics] Move JobStatusMetrics to upper level,4
[FLINK-25888][metrics] Make JobStatusMetrics logic re-usable,2
[FLINK-25888][coordination] ExecutionStateUpdateListener provides previous state,1
[FLINK-25888][coordination][metrics] Capture deploymentTime,2
[FLINK-22311] [connector/jdbc] Validate maxRetries for XA SinkCo-authored-by: Alexander Fedulov <1492164+afedulov@users.noreply.github.com>,1
[hotfix][runtime] Extract common inner classes and methods to ExecutionGraphInfoStoreTestUtils,5
[FLINK-25329][runtime] Use cache in memory graph store and support memory graph store in session clusterThis closes #18360.,1
[hotfix][core] Complete the scala API for the new sink,1
[FLINK-25572][connectors/filesystem] Update File Sink to use decomposed interfacesThis closes #18642.,1
[FLINK-26032][client] add log info for the status of job submission and execution result.This closes #18677.,5
[FLINK-25745] Document incremental savepoints in CLAIM mode limitationThis closes #18645,2
"[FLINK-25960][network] Distribute the data read buffers more fairly among result partitions for sort-shuffleCurrently, the data read buffers for sort-shuffle are allocated in a random way and some result partitions may occupy too many buffers which leads to the starvation of other result partitions. This patch improves the scenario by not reading data for those result partitions which already occupy more than the average number of read buffers per result partition.This closes #18631.",5
[FLINK-26046][rest][docs] Fix link to OpenAPI spec,2
[FLINK-26039][table-runtime] Fix the incorrect value getter in map unnest table functionThis closes #18679.,1
[FLINK-25696][datastream] Introduce metadataConsumer to InitContext in SinkThis closes #18412,5
[FLINK-26001][avro] Implement ProjectableDecodingFormat for avro BulkDecodingFormatThis closes #18657,2
[hotfix][docs] Fix example,0
[FLINK-25841][table] Introduce new APIs for FLIP-190 single statement plan compilation,1
[FLINK-25841][table] Add helpful JavaDocs at various locationsThis closes #18573.,2
[FLINK-26044][table] Properly declare an internal UNNEST functionThis closes #18685.,1
[hotfix] Let TaskExecutorTest.testReleaseInactiveSlots use TaskExecutorGateway,1
[FLINK-26036] Only respond to TaskExecutor.freeSlot when runningThis commit changes the TaskExecutor to only respond to freeSlot when running.This avoids that during the shut down of a TaskExecutor a JobMaster free slotcall will delete the slot allocation snapshot. The JobMaster will send theserpcs because the TaskExecutor disconnects from it. It is important to keep theslot allocation snapshot in order to be able to recover this information whenrestarting the process.This closes #18684.,5
[FLINK-24440][source] Announce and combine latest watermarks across SourceOperators,1
[hotfix][ci] Always print environment information,5
[hotfix][table-api-java] Add missing annotations to PlanReference,1
[FLINK-25742][akka] Remove the serialization of rpc invocation at Flink side.This closes #18434.,2
[FLINK-25975][docs] add document about AvroParquet format use cases[FLINK-25975][docs] bugs fixThis closes #18660.,0
[FLINK-26035][build][planner] Add table-planner-loader-bundle module,1
[FLINK-25755][runtime] Introduce shared state transition interfaces,2
[hotfix][test] replace the deprecated ParquetAvroWriters with the AvroParquetWriters,3
[hotfix][doc] update document since ParquetAvroWriters has been deprecated and replaced by AvroParquetWriters.,2
[hotfix][doc] fix typos,2
[hotfix][doc] add class level java doc.,2
[FLINK-26034][Build System] Add maven wrapper for FlinkThis closes #18697.,2
[FLINK-26064] Temporarily disable KinesisFirehoseSinkITCase.,2
"[FLINK-26062][state/changelog] Replace poll() with remove() for PQ statesPriorityQueue elements with equal priority can be polled indifferent order before and after recovery.This may result in e.g. timers being removed or not being firedThis change addresses this by recording poll() as remove(),which is based on equals.",4
[FLINK-25996][runtime] Introduce job property isDynamicGraph to ExecutionConfigThis closes #18672.,5
[FLINK-26004][runtime] Introduce ForwardForConsecutiveHashPartitionerThis closes #18673.,2
[FLINK-24897][yarn] Make usrlib work for YARN application and per-jobThe $FLINK_HOME/usrlib will be shipped automatically and included into the system classpath when running a per-job/application cluster. This behavior can be controlled with the yarn.classpath.include-user-jar parameter.This closes #18531.,2
[FLINK-25530][python][connectors/pulsar] Support Pulsar source connector in Python DataStream API. (#18388),5
"[FLINK-25830][docs]Typo mistake in ""Metric Report page"" of the documentationThis closes #18713.",2
[FLINK-25937][datastream] Restore the environment parallelism before transforming in SinkExpander#expand,5
[FLINK-26054][build] Add enforcer rule to forbid direct dependency on table planner,1
[FLINK-26073][onnectors] Remove Twitter connector,4
[FLINK-26072][connectors] Deprecate NiFi connector,2
[FLINK-25433] Add retry logic to DefaultResourceCleaner,4
[FLINK-25844][table-api-java] Expose StatementSet#compilePlanThis closes #18701.,1
"Revert ""[hotfix][ci] Always print environment information""This reverts commit f5819cec01eab914e8d4e7db41587b715a557e3b.",5
[hotfix][docs] Cleanup project configuration page,5
[FLINK-26036] Don't execute TaskExecutor.freeSlotInternal if not runningThis commit prevents the execution of TaskExecutor.freeSlotInternal if theTaskExecutor is shutting down. This will preserve the slot allocation informationwhen shutting down.This closes #18711.,5
[FLINK-25999] Deprecate Per-Job Mode,2
[hotfix][build] Move one-off properties into using modules,1
[FLINK-25785][Connectors][JDBC] Upgrade com.h2database:h2 to 2.1.210,5
[FLINK-26071][table] Add various improvements to plan compilation- Now Planner#compilePlan fails if the plan cannot be serialized.- Add CompiledPlan#explain and toString implementation.- Invoking Planner#loadPlan will fail on Batch planner.This closes #18701.,0
[FLINK-26076] Fix ArchUnit violations in Source(Sink)MetricsITCaseThis closes #18709,1
[FLINK-25990][table-api-java-bridge] Add ProviderContext for generating uids in DataStream/Transformation Scan/SinkProviderThis might break existing implementations if the provider was implemented as a Java lambda. Please note thatthe interface was not annotated as a @FunctionalInterface.This closes #18667.,1
[hotfix][changelog] Let ChangelogStateHandleStreamImpl to serialize checkpointed size,4
[FLINK-25478][chaneglog] Correct the state register logic of ChangelogStateBackendHandle,4
"[FLINK-25943][connector/common] Add buffered requests to snapshot state in AsyncSyncWriter, Implement state serializer in AsyncSyncWriter and KinesisDataStreams and KinesisFirehose.",5
"[FLINK-25796][network] Avoid record copy for result partition of sort-shuffle if there are enough buffers for better performanceCurrently, for result partition of sort-shuffle, there is extra record copy overhead introduced by clustering records by subpartition index. For small records, this overhead can cause even 20% performance regression. This patch aims to solve the problem.In fact, the hash-based implementation is a nature way to achieve the goal of sorting records by partition index. However, it incurs some serious weaknesses. For example, when there is no enough buffers or there is data skew, it can waste buffers and influence compression efficiency which can cause performance regression.This patch solves the issue by dynamically switching between the two implementations, that is, if there are enough buffers, the hash-based implementation will be used and if there is no enough buffers, the sort-based implementation will be used.This closes #18505.",1
[FLINK-25987][state/changelog] Replace lastSqn with nextSqn()The current semantics of ChangelogWriter.lastAppendedSqn doesn't allowto distinguish between initial empty and non-empty states.This results in wrong SQN passed to truncate and persist methods.This change solves this by replacing lastAppendedSqn with nextSqn.It essentially moves the responsibility to call sqn.next() on materializationfrom backend to writer which has the knowledge of whether there were any changes or not.,4
[FLINK-25610][connector/firehose] Adding table API  for kinesis firehose.,1
[FLINK-25610][connector/firehose] moved common context data to base class for AsyncDynamicTableSinkFactory.,5
[FLINK-25810][connector/kinesis] Renaming e2e test module for kinesis data streams.,5
[FLINK-25995][table-planner] Make implicit assumption of SQL local hash explicitThis closes #18707,1
[FLINK-25840][tests] Add semantics test support for connector test frameworkThis closes #18547,1
[FLINK-25466][state] Enable state descriptor to handle StateTtlConfig#DISABLED,5
[FLINK-25118][streaming] Add vertex topology index prefix in vertex name,0
[FLINK-24880][python] Fix PeriodicThread to handle properly for negative wait timeout valueThis closes #18640.,0
[FLINK-25883][python] Set the default value of DEFAULT_BUNDLE_PROCESSOR_CACHE_SHUTDOWN_THRESHOLD_S to 30 days,1
[Flink-25484][fs-connector] Support inactivityInterval config in table apiThis closes #18359,5
[FLINK-25940][python] Fix the unstable test test_keyed_process_function_with_state in PyFlinkThis closes #18742.,2
"[hotfix] Makes TestingDispatcher using the set JobResultStore for recovered dirty job results if none is setThis change changed the behavior in theDispatcherTest.testDuplicateJobSubmissionWithGloballyTerminatedJobId a bit.Previously, the an entry was added to the JobResultStore to simulate a jobwith the given job ID already being submitted. This job result wasn't passedin as a dirty job result to the Dispatcher, though. The test worked as expected,still, because it just didn't create a cleanup runner (due to the missing dirtyJobResult). The Dispatcher.isDuplicateJob still worked like normal because it lookedup the JobResultStore and found the dirty JobResultEntry.With the change, this a dirty JobResult is passed into the Dispatcher which triggersthe creation of a CleanupRunner. The creation of the CleanupRunner will go down thecode path and parse the JobResult trying to derive the JobStatus from the ApplicationsStatus,which is not possible for ApplicationStatus.UNKNOWN. That's where the Exception is thrown.The test can be updated easily by just using a valid ApplicationStatus.",1
[hotfix] Introduces timeout variables in CheckpointResourcesCleanupRunnerTest,3
[hotfix] Introduces builder factory method for single-job JobManaagerRunnerRegistry,1
[FLINK-25974] Moves CheckpointsCleaner into CheckpointResourcesCleanupRunnerWe can handle the closing of the CheckpointsCleaner internally similar tohow it's done in SchedulerBase.closeAsync where the CheckpointsCleaner is closedasynchronously right after the checkpoint-related resources are shutdown.,4
"[FLINK-25974] Removes cleanup future cancellationWe don't want to cancel the cleanup but let the call fail exceptionally.This matches the behavior of JobMasterServiceLeadershipRunner:The cancellation of JobMasterServiceLeadershipRunner triggersthe cancellation of the Scheduler which cancels the ExecutionGraph.The termination of the ExecutionGraph is propagated to the Dispatcherwhere the normal job removal and cleanup is triggered. As a consequence,JobMasterServiceLeadershipRunner is closed which closes theDefaultJobMasterServiceProcess which closes the JobMaster through theRpcEndpoint's closeAsync. That triggers the stopping of the Schedulerthrough JobMaster.onStop and JobMaster.stopJobExecution and as aconsequence shutting down the checkpoint-related stores on the main thread.",1
[hotfix][table-planner] Avoid rawtypes warning in StreamExecDeduplicate,2
[hotfix][table-planner] Move non-temporal-sort config option to InternalConfigOptionsMove experimental config option for `StreamExecSort` from the class to the`InternalConfigOptions`.,5
[hotfix][table-api][table-planner][docs] Move StreamExecDeduplicate options to ExecutionConfigOptionsMove options used in `StreamExecDeduplicate` to `ExecutionConfigOptions`.,5
[hotfix][table] Rename operator name optionRename: `table.optimizer.simplify-operator-name-enabled` to`table.exec.simplify-operator-name-enabled` and move it from`OptimizerConfigOptions` to `ExecutionConfigOptions` since ithas nothing to do with the optimizer.,5
"[FLINK-25388][table-planner] Add consumedOptions to ExecNodeMetadataScanned all annotated StreamExecNodes and added the `consumedOptions` paramto their `@ExecNodeMetadata` annotation, denoting which configuration optionseach ExecNode is using that might influence the topology and thus statefulrestores.This closes #18624.",2
[hotfix][table-planner] Rename transformation name for StreamExec(Python)GroupWindowAggregate,0
"[FLINK-26067] Remove timeout on TestingContender#awaitRevokeLeadership. If the test failure repeats, we should get a full thread dump that could provide us with more context.",1
[FLINK-25697][prometheus] Add 'hostUrl' parameter for pushgateway,2
[FLINK-21407][docs][formats] Remove MongoDb connector as it is not supported on DataStream API.,5
"[FLINK-26068] Update ZooKeeperStateHandleStore to use an indepotent replace operation for #setStateHandle, that has been introduced in CURATOR-584, to avoid possible BadVersionException during connection issues.",0
[hotfix][test] Move test only used method to test,3
[FLINK-24441][source] Block SourceOperator when watermarks are out of alignment,1
[hotfix][tests] Don't override ChangelogEnable setting from pom.xml,5
[FLINK-26093][tests] Adjust SavepointFormatITCase for ChangelogStateBackend,4
[hotfix][datastream] move the change and restore of env parallelism into the adjusTransformations method.,4
[hotfix][datastream] bug fix,0
[hotfix][sql-parser] Convert tests to JUnit 5 and enable parallel test execution,3
[FLINK-25845][table] Add EXECUTE PLAN,1
[FLINK-25845][table] Add COMPILE PLAN and COMPILE AND EXECUTE PLANThis closes #18648.,1
[hotfix][docs] Improve guide for generating config options docs,2
[hotfix][docs] Remove too specific command in docs/README.md,2
[FLINK-26101][changelog] Avoid shared state registry to discard multi-registered identical changelog stateThis closes #18741.,4
[hotfix][table-planner] Remove unused imports in SetOpRewriteUtil,1
[hotfix][table-common] Clarify serializability of CatalogTable,2
[FLINK-25870][table] Introduce ContextResolvedFunction similar to ContextResolvedTableThis closes #18703.,0
[hotfix][tests] Disable changelog in JsonAggregationFunctionsITCase,5
[FLINK-23559][tests] Randomize periodic materialisation interval in tests,3
[FLINK-25288][tests] Add savepoint/metric cases in source suite of connector test framework,1
[FLINK-25288][tests][pulsar] Make pulsar e2e tests more robustThis closes #18516.,3
[hotfix][doc] Fix typos.,2
[FLINK-25046][runtime] Convert unspecified edge to rescale when using adaptive batch schedulerThis closes #18715.,1
[FLINK-25583][connectors/filesystem] Prepare resources for serializer migration tests.This closes #18758.,3
[FLINK-25783][docs-zh] Translate azure_table_storage.md page into Chinese.This closes #18766.,2
[FLINK-25198][docs] Add doc about name and description of operatorThis closes #18400.,1
[FLINK-25640][docs] Enhance the document for blocking shuffleThis closes #18723.,2
[hotfix][docs] Describe how to resolve the ITCASE_USE_MINICLUSTER rulecloses #18695,5
[hotfix] Correct JUnit 5 assertions in SourceOperatorAlignmentTest,3
"[FLINK-25982] Support idleness with watermark alignmentWhen a SourceOperator becomes idle it reports MAX_WATERMARK to thesource coordinator, allowing other participating tasks/sources toprogress their watermark. As soon as the operator becomes active itsends an actual watermark. Either a new, updated or the old one if itbecame active without increasing the watermark.",1
[FLINK-26090][table] Remove pre FLIP-84 APIsThis closes #18724.,4
[FLINK-26002][tests] Added RestoreUpgradedJobITCase for checking situation with restoring savepoint/checkpoint on changed job,4
[FLINK-25574][connectors/async] Migrate AsyncSink connectors to decomposed SinkV2,2
[hotfix][annotations] Add FlinkVersion#current,2
[FLINK-26055][table] Use FlinkVersion rather than version string from core in persisted planThis closes #18755.,2
[FLINK-25825][connector-jdbc] MySqlCatalogITCase fails on azureThis closes #18653.,0
[FLINK-25906][streaming] check explicit env allowed on StreamExecutionEnvironment own.,1
[FLINK-25821][python][doc] Add the doc of execution mode in PyFlinkThis closes #18748.,2
[FLINK-26077][runtime] Support operators send request to Coordinator and return a response (#18737),1
[FLINK-24474] Default rest.bind-address to localhost in flink-conf.yaml,5
[FLINK-25289][tests] Introduce sink test suite in connector test frameworkThis closes #18496.,1
[hotfix][tests][connector/kafka] Disable KafkaSink metric tests until FLINK-26126 has been fixed,0
[hotfix][network] Remove the deduplication for CancelPartitionRequest.To avoid the memory leak in the record map for deduplication.,4
[FLINK-15455][network] Enabled tcp connection reuse across multi jobs.This closes #18417.,1
[FLINK-25053][docs] Document how to use the usrlib to load code in the user code class loaderThis closes #18450.,1
[hotfix] Adds @Nullable annotation,1
[hotfix] Introduces public constants for file extension,2
[hotfix] Adds missing assert to make finally use of the local variable,1
[FLINK-26015] Adds TestContainerExtension and MinioTestContainer,5
[FLINK-26015] Fixes FileSystemJobResultStoregetFileStatus does not work with object storeslike s3 on directories. I created FLINK-26061 tocover a proper solution for this. We should alignthe contracts here and make it more obvious.,1
[FLINK-26015] Adds testcase covering a basic job execution in HA with object store as a backend storage,3
[FLINK-26174][kinesis] Add Internal annotation to KinesisDataStreamsSink#restoreThis closes #18795.,5
[FLINK-25973][runtime] Renamed ArchivedExecutionGraph.createFromInitializingJob into createSparseArchivedExecutionGraphThe renaming became necessary because the method is now also usedin the CheckpointResourcesCleanupRunner where the job is not ininitialization phase anymore.,5
[FLINK-25978][runtime] Removes obsolete cleanup tests from DispatcherTestThe Dispatcher cleanup is entirely covered by the following tests:- DispatcherResourcesCleanupTest: Tests whether local or global cleanup     are triggered.- DispatcherResourceCleanerFactoryTest: Tests that the right components are     cleaned up for the local and the global cleanup.- The individual components have there own cleanup unit tests:  - BlobServerCleanupTest  - DefaultJobGraphStoreTest  - DefaultJobManagerRunnerRegistryTest  - AbstractHaServicesTest  - JobManagerGroupTest,3
[FLINK-26017][runtime] Adds log message to when a job is marked as dirtyThis log message serves as a counterpart to when the job is marked asclean which is already logged in the Dispatcher. This enables the user toverify the state of the JobResultStore through log messages.,2
[FLINK-26107][runtime] OperatorCoordinator uses failure handler of the current state,0
[hotfix][runtime] Adds & fixes JavaDoc,2
[FLINK-26117][runtime] Introduces ofLocalResource in DispatcherResourceCleanerFactoryThis method is utilized by the JobManagerMetricGroup and theJobManagerRunnerRegistry. Both of them provide local artifactsbut need to be called as part of the global cleanup as well.That change makes it possible to remove the obsoleteGloballyCleanableResource interface from JobManagerRunnerRegistry.,1
[FLINK-26117][runtime] Removes GloballyCleanableResource from JobManagerRunnerRegistry,1
[FLINK-26148][runtime] Change the format of adaptive batch scheduler config option to jobmanager.adaptive-batch-scheduler.XXXThis closes #18782.,5
[FLINK-24246][connector/pulsar] Bump PulsarClient version to latest 2.9.11. Bump the pulsar-client-all version in pom file.2. Exclude useless dependencies for pulsar-client-all.3. Bump the Pulsar docker version.4. Change the dependencies to pass the tests.5. Drop PulsarTransactionUtils and fix compile issues in tests.6. Add bouncycastle to Pulsar e2e tests.,3
[FLINK-26020][connector/pulsar] Unified Pulsar Connector config model for Pulsar source and sink.1. Define new PulsarConfiguration for common config class.2. Define new PulsarConfigValidator for common config validation.3. Merge SourceConfiguration and Configuration into one class.4. Change source config options' description and regenerate the docs.5. Fix the compile error in tests.6. Drop Configuration in constructor parameters for all the source classes.,2
[FLINK-26023][connector/pulsar] Create a Pulsar sink config model for matching ProducerConfigurationData.,5
[FLINK-26024][connector/pulsar] Create a PulsarSerializationSchema for better records serialization.,1
[FLINK-26022][connector/pulsar] Implement at-least-once and exactly-once Pulsar Sink.,2
"[FLINK-26025][connector/pulsar] Replace MockPulsar with new Pulsar test tools based on PulsarStandalone.1. Drop some unused fields in test classes.2. Fix the checkstyle issues for source test.3. Fix violations for Pulsar connector according to the flink-architecture-tests.4. Create a standalone Pulsar for test.5. Add new methods to PulsarRuntimeOperator.6. Fix the bug in PulsarContainerRuntime, support running tests in E2E environment.7. Create PulsarContainerTestEnvironment for supporting E2E tests.8. Add a lot of comments for Pulsar testing tools.9. Drop mocked Pulsar service, use standalone Pulsar instead.",1
[FLINK-26026][connector/pulsar] Create unit tests for Pulsar sink connector.,3
[FLINK-26038][connector/pulsar] Support delay message on PulsarSink.,1
[FLINK-25571] Update Elasticsearch Sink to use decomposed interfaces,1
[FLINK-25980][datastream] remove unnecessary condition,4
[FLINK-25532] Improve Documentation of Flink Docker-Compose (#18725)* [FLINK-25532] add Flink SQL Client example to docker-compose docs* [hotfix] restructure docker docs and remove docker swarm,2
[FLINK-24745][format][json] Support Oracle OGG json formatThis closes #17657.,5
[FLINK-24745][format][json] Improve the metadata tests and documentation of OGG json formatThis closes #18738.,5
[FLINK-26119][connectors/common] Switching AsyncSinkWriterStateSerializer from @Internal to @PublicEvolving,2
"[hotfix][table-api-java] Extract explain, execute and compilePlan API capabilities into specific interfaces",4
[FLINK-26089][table-api-java] Introduce TablePipelineThis closes #18755.,2
[FLINK-25701][kafka] Add Flink API annotation to all connector classes based on the new Source/Sink design,1
[FLINK-25701][kafka] reduce architectural violation,2
[FLINK-26060][table-planner] Remove persisted plan feature support for Python UDFsThis closes #18688.,1
[FLINK-24474] Bind Jobmanager and Taskmanager RPC host addresses to localhost by default,1
[FLINK-26177][tests] Disable PulsarSourceITCase rescaling tests temporarily,3
[hotfix][tests] Explicitly disable changelog in migration tests,3
"[FLINK-26079][state/changelog] Disallow recovery from non-changelog checkpointsPrivate state of non-changelog checkpoints is not registeredwith the SharedStateRegistry on recovery.Therefore, after recovering in CLAIM mode it will be discardedas soon as the initial checkpoint is subsumed.This change disallows recovery by checking handle types duringChangelog backend creation.",1
[FLINK-26095][metrics] Respect bind-host for MQS actor system,5
[FLINK-25983] Add a metric for tracking watermark driftThis commit introduces a metric in SourceOperator to track the driftfrom the current aligned maximal watermark in a watermark group. Themetric is computed for every subtask of a source.,1
[hotfix][test] Add support for field assignability in ArchUnit,1
[hotfix] Fix JUnit 5 mini cluster arch unit rules,5
[FLINK-25983] Add API for configuring maximal watermark driftWe should be able to specify a watermark alignment group and maximaldrift from the current watermark on a per source/task/partition basis.This can be done by adding configuration parameters to theWatermarkStrategy.,2
[hotfix][test-utils-junit] Fix bad FlinkAssertions method signature,3
[hotfix][table] Rename table.exec.sink.legacy-cast-behaviour to table.exec.legacy-cast-behaviour,0
[hotfix][table-planner] Improve CastRule#canFail for nested types,0
[FLINK-24385][table] Introduce TRY_CASTThis closes #18611.,1
[hotfix][core] Do not set parallelism without checking whether the parallelism is set when translating Sink.,1
"[FLINK-25583][connectors/filesystem] Introduce CompactingFileWriter, implement in implementations of InProgressFileWriter.",2
[FLINK-25583][connectors/filesystem] Add the getPath and getSize methods in PendingFileRecoverable.,2
"[FLINK-25583][connectors/filesystem] Add bucketId and compactedFileToCleanup in FileSinkCommittable, delete compactedFileToCleanup in FileCommitter.",2
[FLINK-25583][connectors/filesystem] Add compaction support for FileSink.,2
[FLINK-25583][connectors/filesystem] Add IT cases for compaction in FileSink.This closes #18680.,2
[FLINK-26118][connectors/common] Setting defaults in test to reduce test complexity,3
[FLINK-26118][connectors/common] Add support for AsyncSink to downscale with state. AsyncSinkWriter can be restored from multiple BufferedRequestState,1
[FLINK-26189][build] Remove bundling of grizzled-slf4j from rpc-akka,4
[hotfix][legal] Add missing Scala license to rpc-akka,1
[FLINK-25490][checkpoint] Complete the Chinese document regarding final checkpointThis closes #18766.,2
[FLINK-26168][runtime] The judgment of chainable ignores StreamExchangeMode when partitioner is ForwardForConsecutiveHashPartitionerThis closes #18789.,4
[FLINK-26199][table-api-java] Annotate StatementSet#compilePlan as experimental.This closes #18809.,1
[FLINK-26187][docs] Chinese docs only redirect for chinese urls,2
[hotfix][legal] Sort gs-fs-hadoop NOTICE entries,0
[hotfix][build] Cleanup unnecessary shade-plugin settingsThese settings are automatically inherited from the parent pom.,1
[FLINK-26180][connectors/filesystem] Update docs to introduce the compaction for FileSink.This closes #18797.,2
[FLINK-26014][docs] Add documentation for how to configure the working directory,1
[FLINK-26014][docs] Add documentation for how to use the working directory on K8sThis closes #18808.,1
[FLINK-25289][tests][kafka] Use plain flink-connector-test-utils jar,3
[FLINK-26195][kafka] use TestLoggerExtension in JUnit5 tests,3
[FLINK-26164] Document watermark alignmentThis closes #18783,2
[hotfix][state] Explicitly validate native savepoints support,1
[FLINK-26165][tests] Don't test NATIVE savepoints with Changelog enabled,0
[FLINK-26185] Update Elasticsearch6SinkExample to use new unified Sink interface,1
[FLINK-26185] Update Elasticsearch7SinkExample to use new unified Sink interface,1
[hotfix][tests] Migrate AdaptiveSchedulerTest to assertj,3
[FLINK-21439][runtime] Move FailureResult into separate class,0
[FLINK-21439][runtime] Deduplicate failure handling logic,2
[FLINK-21439][runtime] AdaptiveScheduler supports exception history,1
[FLINK-26218] Enable JUnit 5 Automatic Extension Detection,3
[FLINK-26167][table-planner] Explicitly set the partitioner for the sql operators whose shuffle and sort are removedThis closes #18785,4
[FLINK-26215][statsd] Migrate tests to JUnit5,3
[FLINK-26219][slf4j] Migrate tests to JUnit5,3
[FLINK-24307][docs] Cleanup Scala examples,4
[hotfix][pulsar] Disable tests,3
[FLINK-26105][e2e] Removes printing of logs to stdout for pyflink_testI removed the test_pyflink.sh to align it with how errors arehandled in other e2e tests. The logs are accessible through thebuild artifacts and shouldn't spill into stdout. The rollingfilenames in flink might lead to a strange ordering anyway.,2
[FLINK-26105][e2e] Fixes log file extensionRolling log file naming strategy is enabled by default whichmight cause test instabilities do to the relevant substringnot being present in the *.log file. This change expands thegrep and find calls to also consider *.log.[0-9]+ files.,2
[FLINK-23240][runtime] Master process supports living through multiple leader sessions.This is supported on all non-Yarn deployments. The Yarn deployment is not supported because each AM process can only register at Yarn RM for once.close #18793,1
[FLINK-26192][pulsar] Remove call to Runtime#halt,1
[FLINK-26241][pulsar] Fix divide-by-zero error,0
[FLINK-26231][state/changelog] Fix ChangelogStateBackendHandle constructor,4
[FLINK-24407][doc-zh] Fix the broken links in Chinese document of Pulsar connectorThis closes #17622.,2
[FLINK-25600][sql-client] Support new statement set syntax in sql clientThis closes #18363,1
[FLINK-25600][docs] Update doc about new statement set syntaxThis closes #18363,1
[FLINK-25225][e2e] Add e2e TPCDS tests to run against the AdaptiveBatchSchedulerThis closes #18720.,1
"[FLINK-25992][Runtime/Coordination, Tests] For stability, wait until the latest restored checkpoint is not null to avoid race condition",3
[hotfix][avro] Add comments to explain why projection pushdown works for avro bulk formatThis closes #18717,1
[FLINK-25491][table-planner] Fix bug: generated code for a large IN filter can't be compiledThis closes #18675,0
